X,Y,L
-174127.98374859605,744826.023137387,n704
-174126.0588531642,744825.4802031583,n705
-174124.13395773238,744824.9372689298,n706
-174122.20906230056,744824.3943347012,n707
-174120.28416686875,744823.8514004727,n708
-174116.6118990899,744822.8156040129,n709
-174114.63373678646,744822.5208602238,n710
-174112.65557448304,744822.2261164346,n711
-174109.7681080834,744821.7958874356,n712
-174107.78994583106,744821.5011433035,n713
-174105.8117835787,744821.2063991713,n714
-174103.8336213264,744820.9116550392,n715
-174101.85545907405,744820.616910907,n716
-174099.8772968217,744820.3221667749,n717
-174097.1064744663,744819.9093171062,n718
-174095.11222118564,744819.7578118175,n719
-174093.11796790495,744819.6063065287,n720
-174091.1237146243,744819.4548012399,n721
-174087.52545101158,744819.1814377845,n722
-174096.4684077215,744821.8048040698,n723
-174095.83034097668,744823.7002910335,n724
-174094.65234513994,744827.1997301907,n725
-174094.71061469434,744829.1988811753,n726
-174094.76888424874,744831.1980321598,n727
-174094.8271538031,744833.1971831443,n728
-174094.92334820644,744836.4974853024,n729
-174095.9810566183,744838.1949106809,n730
-174097.03876503013,744839.8923360594,n731
-174098.09647344198,744841.5897614378,n732
-174099.1541818538,744843.2871868163,n733
-174100.21189026567,744844.9846121948,n734
-174101.69442526705,744847.3638052765,n735
-174103.54457115935,744848.1233842238,n736
-174105.39471705165,744848.8829631711,n737
-174107.24486294392,744849.6425421184,n738
-174109.09500883622,744850.4021210658,n739
-174110.9451547285,744851.1617000131,n740
-174112.85321306472,744851.9450549629,n741
-174114.84983048003,744851.8287841716,n742
-174116.84644789534,744851.7125133803,n743
-174118.84306531062,744851.596242589,n744
-174120.83968272593,744851.4799717977,n745
-174122.83630014124,744851.3637010064,n746
-174124.83291755654,744851.2474302151,n747
-174126.82953497185,744851.1311594239,n748
-174128.82615238713,744851.0148886326,n749
-174130.83083284265,744850.8981482991,n750
-174132.82601133647,744851.036938709,n751
-174134.82118983025,744851.1757291188,n752
-174136.81636832407,744851.3145195286,n753
-174138.81154681786,744851.4533099385,n754
-174140.80672531168,744851.5921003484,n755
-174142.98590447748,744851.7436903793,n756
-174144.98108300517,744851.8824803019,n757
-174146.97626153287,744852.0212702245,n758
-174148.9714400606,744852.160060147,n759
-174150.96661858828,744852.2988500695,n760
-174152.96179711598,744852.4376399921,n761
-174154.95697564367,744852.5764299147,n762
-174157.83693557893,744852.7767675841,n763
-174159.4369744248,744853.9767157879,n764
-174161.03701327066,744855.1766639916,n765
-174162.63705211654,744856.3766121954,n766
-174164.2370909624,744857.5765603993,n767
-174165.83712980826,744858.776508603,n768
-174167.4371686541,744859.9764568068,n769
-174169.0372075,744861.1764050105,n770
-174170.63724634584,744862.3763532143,n771
-174172.23728519172,744863.576301418,n772
-174173.83732403757,744864.7762496219,n773
-174175.43736288344,744865.9761978256,n774
-174177.0374017293,744867.1761460294,n775
-174178.64627647496,744868.3827207111,n776
-174181.75184350295,744870.7593481672,n777
-174183.3401195273,744871.9748230828,n778
-174184.92839555166,744873.1902979984,n779
-174186.516671576,744874.4057729141,n780
-174188.1049476004,744875.6212478296,n781
-174189.69322362475,744876.8367227452,n782
-174191.2814996491,744878.0521976608,n783
-174192.86977567346,744879.2676725764,n784
-174194.45805169782,744880.483147492,n785
-174196.04632772217,744881.6986224076,n786
-174197.63460374653,744882.9140973232,n787
-174199.2228797709,744884.1295722388,n788
-174200.81115579527,744885.3450471543,n789
-174202.39943181962,744886.56052207,n790
-174205.0036263225,744888.5534584646,n791
-174204.95799906517,744890.5529379352,n792
-174204.91237180788,744892.5524174058,n793
-174204.86674455056,744894.5518968764,n794
-174204.82111729324,744896.551376347,n795
-174204.77549003594,744898.5508558176,n796
-174204.72986277862,744900.5503352883,n797
-174204.6842355213,744902.5498147588,n798
-174204.638608264,744904.5492942295,n799
-174204.5929810067,744906.5487737,n800
-174204.54735374937,744908.5482531707,n801
-174204.47239910258,744911.8329186607,n802
-174204.42677169642,744913.8323981279,n803
-174204.38114429027,744915.8318775952,n804
-174204.3355168841,744917.8313570623,n805
-174204.28988947795,744919.8308365296,n806
-174204.207534739,744923.439777371,n807
-174204.11728423592,744925.437740045,n808
-174204.02703373283,744927.435702719,n809
-174203.93678322976,744929.433665393,n810
-174203.783118938,744932.8354804383,n811
-174143.02916758016,744853.7432224005,n812
-174143.07243068283,744855.7427544218,n813
-174143.1156937855,744857.742286443,n814
-174143.1589568882,744859.7418184642,n815
-174143.20221999087,744861.7413504855,n816
-174143.2646670787,744864.6275270209,n817
-174489.99522942374,744839.2213340743,n818
-174487.9952590385,744839.2322179171,n819
-174485.9952886532,744839.24310176,n820
-174483.99531826793,744839.2539856029,n821
-174481.99534788268,744839.2648694458,n822
-174479.9953774974,744839.2757532888,n823
-174477.99540711212,744839.2866371316,n824
-174475.99543672687,744839.2975209745,n825
-174473.99546634158,744839.3084048174,n826
-174471.09069752158,744839.3242125752,n827
-174469.09088299447,744839.3514496306,n828
-174467.09106846736,744839.3786866859,n829
-174465.09125394028,744839.4059237413,n830
-174463.09143941317,744839.4331607968,n831
-174461.09162488606,744839.4603978521,n832
-174459.09181035895,744839.4876349075,n833
-174457.09199583184,744839.5148719628,n834
-174455.09218130476,744839.5421090182,n835
-174453.09236677765,744839.5693460735,n836
-174451.09255225054,744839.5965831289,n837
-174449.09273772343,744839.6238201843,n838
-174447.09292319632,744839.6510572397,n839
-174445.09310866924,744839.6782942951,n840
-174443.09329414213,744839.7055313505,n841
-174441.09347961502,744839.7327684058,n842
-174439.09366508792,744839.7600054612,n843
-174437.0938505608,744839.7872425165,n844
-174434.84213308568,744839.8179104374,n845
-174432.842137962,744839.822326911,n846
-174430.84214283832,744839.8267433847,n847
-174428.84214771463,744839.8311598584,n848
-174426.84215259095,744839.835576332,n849
-174424.84215746727,744839.8399928057,n850
-174422.8421623436,744839.8444092794,n851
-174420.8421672199,744839.8488257531,n852
-174418.59723383235,744839.8537831098,n853
-174416.59723801014,744839.8496951818,n854
-174414.59724218794,744839.8456072537,n855
-174412.59724636574,744839.8415193257,n856
-174410.59725054353,744839.8374313978,n857
-174408.5972547213,744839.8333434698,n858
-174406.5972588991,744839.8292555417,n859
-174404.5972630769,744839.8251676137,n860
-174402.5972672547,744839.8210796857,n861
-174399.8935180762,744839.8155533081,n862
-174397.89352665134,744839.8096966385,n863
-174395.89353522653,744839.8038399689,n864
-174393.89354380168,744839.7979832992,n865
-174391.89355237683,744839.7921266296,n866
-174389.893560952,744839.78626996,n867
-174387.89356952716,744839.7804132904,n868
-174385.89357810235,744839.7745566207,n869
-174383.8935866775,744839.7686999511,n870
-174381.51432280985,744839.7617326401,n871
-174379.53267019126,744839.4914496418,n872
-174377.55101757267,744839.2211666433,n873
-174375.56936495405,744838.950883645,n874
-174373.58771233546,744838.6806006465,n875
-174371.60605971687,744838.4103176482,n876
-174368.08990892785,744837.9307402646,n877
-174366.27524253554,744837.089915738,n878
-174363.9477879879,744836.0114911435,n879
-174362.2814264267,744834.9054897206,n880
-174360.61506486547,744833.7994882978,n881
-174358.19899961766,744832.1958917772,n882
-174357.36179856336,744830.3795508415,n883
-174356.52459750904,744828.5632099058,n884
-174355.68739645474,744826.7468689701,n885
-174354.64622013926,744824.4879956046,n886
-174354.46794407425,744822.4959570395,n887
-174354.28966800927,744820.5039184745,n888
-174354.11139194426,744818.5118799094,n889
-174353.93311587928,744816.5198413444,n890
-174353.6234364583,744813.0595150836,n891
-174353.44516032728,744811.0674765244,n892
-174353.26688419626,744809.0754379652,n893
-174353.08860806524,744807.0833994062,n894
-174352.91033193422,744805.091360847,n895
-174352.7320558032,744803.0993222878,n896
-174352.55377967216,744801.1072837287,n897
-174352.37550354115,744799.1152451696,n898
-174352.19722741013,744797.1232066104,n899
-174351.95261444894,744794.3899273543,n900
-174351.75666699698,744792.399549351,n901
-174351.56071954506,744790.4091713476,n902
-174351.3647720931,744788.4187933444,n903
-174351.16882464115,744786.4284153411,n904
-174350.97287718923,744784.4380373377,n905
-174350.77692973727,744782.4476593344,n906
-174350.58098228535,744780.4572813311,n907
-174350.3850348334,744778.4669033277,n908
-174350.02312038108,744774.7906801475,n909
-174349.58209278432,744772.8399124374,n910
-174349.14106518755,744770.8891447273,n911
-174348.70003759078,744768.938377017,n912
-174348.25900999404,744766.9876093069,n913
-174347.81798239728,744765.0368415968,n914
-174347.3769548005,744763.0860738867,n915
-174346.93592720374,744761.1353061765,n916
-174346.49489960697,744759.1845384664,n917
-174346.0538720102,744757.2337707563,n918
-174345.61284441344,744755.2830030462,n919
-174345.1718168167,744753.3322353361,n920
-174344.73078921993,744751.3814676258,n921
-174344.28976162316,744749.4306999157,n922
-174343.8487340264,744747.4799322056,n923
-174343.40770642963,744745.5291644955,n924
-174342.96667883286,744743.5783967854,n925
-174342.5256512361,744741.6276290752,n926
-174342.08462363936,744739.6768613651,n927
-174341.6435960426,744737.726093655,n928
-174341.20256844582,744735.7753259449,n929
-174340.76154084905,744733.8245582347,n930
-174340.32051325229,744731.8737905246,n931
-174484.71438939116,744731.9679974334,n932
-174484.84851101888,744729.9724996537,n933
-174484.9826326466,744727.9770018739,n934
-174485.11675427432,744725.9815040942,n935
-174485.25087590204,744723.9860063144,n936
-174485.38499752973,744721.9905085347,n937
-174485.51911915746,744719.9950107549,n938
-174485.65324078518,744717.9995129752,n939
-174485.7873624129,744716.0040151954,n940
-174485.92148404062,744714.0085174157,n941
-174486.05560566834,744712.0130196359,n942
-174486.26408441731,744708.9112165355,n943
-174486.8527129284,744706.9997991357,n944
-174487.44134143947,744705.0883817361,n945
-174488.02996995056,744703.1769643363,n946
-174488.61859846162,744701.2655469367,n947
-174489.2072269727,744699.3541295369,n948
-174489.92443090328,744697.0251970332,n949
-174490.46982005777,744695.1009957261,n950
-174491.01520921226,744693.1767944191,n951
-174491.56059836678,744691.252593112,n952
-174492.10598752127,744689.3283918048,n953
-174492.65137667576,744687.4041904978,n954
-174493.19676583025,744685.4799891907,n955
-174493.74215498476,744683.5557878837,n956
-174494.28754413925,744681.6315865766,n957
-174494.83293329374,744679.7073852695,n958
-174495.37832244823,744677.7831839625,n959
-174495.92371160272,744675.8589826553,n960
-174496.46910075724,744673.9347813482,n961
-174497.01448991173,744672.0105800412,n962
-174497.55987906622,744670.0863787341,n963
-174498.1052682207,744668.162177427,n964
-174498.9018730712,744665.351655652,n965
-174499.27270271862,744663.3863349727,n966
-174499.643532366,744661.4210142933,n967
-174500.0143620134,744659.4556936141,n968
-174500.3851916608,744657.4903729347,n969
-174500.7560213082,744655.5250522554,n970
-174501.1268509556,744653.559731576,n971
-174501.497680603,744651.5944108968,n972
-174501.86851025038,744649.6290902174,n973
-174502.49134725903,744646.3281824784,n974
-174502.93925660494,744644.3789833563,n975
-174503.38716595084,744642.4297842341,n976
-174503.83507529672,744640.4805851119,n977
-174504.28298464263,744638.5313859897,n978
-174504.73089398854,744636.5821868676,n979
-174505.17880333445,744634.6329877455,n980
-174505.62671268033,744632.6837886233,n981
-174506.07462202624,744630.734589501,n982
-174506.52253137215,744628.7853903789,n983
-174506.97044071805,744626.8361912568,n984
-174507.41835006393,744624.8869921346,n985
-174507.86625940984,744622.9377930125,n986
-174508.61415093957,744619.6831399748,n987
-174508.65270066654,744617.6835115297,n988
-174508.69125039355,744615.6838830846,n989
-174508.72980012052,744613.6842546394,n990
-174508.7683498475,744611.6846261943,n991
-174508.8068995745,744609.6849977492,n992
-174508.84544930147,744607.685369304,n993
-174508.88399902848,744605.685740859,n994
-174508.92254875545,744603.6861124139,n995
-174508.96109848242,744601.6864839687,n996
-174508.99964820943,744599.6868555236,n997
-174509.0381979364,744597.6872270785,n998
-174509.07674766338,744595.6875986333,n999
-174509.14366445254,744592.2165308592,n1000
-174509.06602721242,744590.2180383126,n1001
-174508.9883899723,744588.219545766,n1002
-174508.9107527322,744586.2210532193,n1003
-174508.83311549207,744584.2225606727,n1004
-174508.75547825196,744582.2240681261,n1005
-174508.67784101184,744580.2255755794,n1006
-174508.60020377173,744578.2270830328,n1007
-174508.5225665316,744576.2285904862,n1008
-174508.4449292915,744574.2300979395,n1009
-174508.36729205138,744572.2316053929,n1010
-174508.2192842806,744568.4216756956,n1011
-174508.06076655377,744566.4279675599,n1012
-174507.90224882693,744564.4342594242,n1013
-174507.74373110005,744562.4405512885,n1014
-174507.5852133732,744560.4468431529,n1015
-174507.42669564637,744558.4531350172,n1016
-174507.26817791953,744556.4594268815,n1017
-174507.10966019268,744554.4657187458,n1018
-174506.9511424658,744552.4720106102,n1019
-174506.75063662842,744549.9502098801,n1020
-174506.5370572137,744547.9616466215,n1021
-174506.323477799,744545.9730833628,n1022
-174506.10989838425,744543.9845201042,n1023
-174505.89631896955,744541.9959568456,n1024
-174505.68273955482,744540.0073935869,n1025
-174505.4691601401,744538.0188303282,n1026
-174505.25558072538,744536.0302670697,n1027
-174504.95316686374,744533.2145973339,n1028
-174504.8595136403,744531.2167912688,n1029
-174504.76586041684,744529.2189852038,n1030
-174504.6722071934,744527.2211791386,n1031
-174504.57855396994,744525.2233730735,n1032
-174504.4849007465,744523.2255670085,n1033
-174504.39124752305,744521.2277609434,n1034
-174504.2975942996,744519.2299548782,n1035
